product_name,product_description,price,ratings,reviews,product_link,image_link,website,date
"MSI Raider GE78 HX 17"" 240 Hz Gaming Laptop 2560 x 1600 (QHD+) - Intel 14th Gen Core i9 i9-14900HX with 64GB Memory","Processor: Intel Intel Core i9 14th Generation, RAM: 64GB, Storage: 2000GB SSD, OS: Windows 11 Home, Display: 17.0 inches 2560 x 1600",300957.0,4.2,Very good laptop with solid performance,https://www.bestbuy.com/site/msi-raider-ge78-hx-17-240-hz-gaming-laptop-2560-x-1600-qhd--intel-14th-gen-core-i9-i9-14900hx-with-64gb-memory-black/6571735.p?skuId=6571735,Not Available,BestBuy,2024-11-02 21:30:06
"Acer Chromebook Spin 512 R856TN 2-in-1 12"" Touch Screen Laptop - Intel with 8GB Memory - 64 GB eMMC","Processor: Intel Intel Processor N200, RAM: 8GB, Storage: 64GB eMMC, OS: Chrome OS, Display: 12.0 inches 1366 x 912",43989.0,Not Available,No reviews available,https://www.bestbuy.com/site/acer-chromebook-spin-512-r856tn-2-in-1-12-touch-screen-laptop-intel-with-8gb-memory-64-gb-emmc-shale-black-black/6583260.p?skuId=6583260,Not Available,BestBuy,2024-11-02 21:30:12
"Lenovo ThinkPad T14s Gen 5 14"" Touch - Screen Laptop - Ultra 5 with 32GB Memory - 512GB SSD","Processor: Intel Intel Core Ultra 5 Series 1, RAM: 32GB, Storage: 512GB SSD, OS: Windows 11 Pro, Display: 14.0 inches 1920 x 1200 (WUXGA)",156039.0,Not Available,No reviews available,https://www.bestbuy.com/site/lenovo-thinkpad-t14s-gen-5-14-touch-screen-laptop-ultra-5-with-32gb-memory-512gb-ssd-black/6594380.p?skuId=6594380,Not Available,BestBuy,2024-11-02 21:30:17
"Apple Geek Squad Certified Refurbished MacBook Air 13.6"" Laptop - Apple M2 chip - 8GB Memory - 512GB SSD","Processor: Apple Apple M2, RAM: 8GB, Storage: 512GB SSD, OS: macOS Monterey 12, Display: 13.6 inches 2560 x 1664",80509.0,4.5,Excellent performance and premium build quality,https://www.bestbuy.com/site/geek-squad-certified-refurbished-macbook-air-13-6-laptop-apple-m2-chip-8gb-memory-512gb-ssd-starlight/6550225.p?skuId=6550225,Not Available,BestBuy,2024-11-02 21:30:32
"Dell Latitude 9000 2-in-1 14"" IPS LCD 2560 x 1600 (QHD+) Touch Screen Laptop - Intel Core Ultra 7 with 32GB Memory","Processor: Intel Intel Core Ultra 7 Series 1, RAM: 32GB, Storage: 512GB SSD, OS: Windows 11 Pro, Display: 14.0 inches 2560 x 1600",196626.0,Not Available,No reviews available,https://www.bestbuy.com/site/dell-latitude-9000-2-in-1-14-ips-lcd-2560-x-1600-qhd--touch-screen-laptop-intel-core-ultra-7-with-32gb-memory-magnetite-other/6600431.p?skuId=6600431,Not Available,BestBuy,2024-11-02 21:30:40
"HP EliteBook 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 1TB Solid State Drive","Processor: Intel Intel 8th Generation Core i5, RAM: 16GB, Storage: 1000GB SSD, OS: Windows 10 Pro, Display: 14.0 inches 1920 x 1080 (Full HD)",41416.0,4.3,Very good laptop with solid performance,https://www.bestbuy.com/site/hp-elitebook-14-refurbished-laptop-intel-core-i5-16gb-memory-1tb-solid-state-drive-gray/6491019.p?skuId=6491019,Not Available,BestBuy,2024-11-02 21:30:45
"Dell Latitude 5000 15.6"" Laptop - Intel Core Ultra 5 with 16GB Memory - 512 GB SSD","Processor: Intel Intel Core Ultra 5 Series 1, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Pro, Display: 15.6 inches 1920 x 1080 (Full HD)",104579.0,Not Available,No reviews available,https://www.bestbuy.com/site/dell-latitude-5000-15-6-laptop-intel-core-ultra-5-with-16gb-memory-512-gb-ssd-gray/6585428.p?skuId=6585428,Not Available,BestBuy,2024-11-02 21:30:50
"Apple Apple MacBook Pro 14"" Pre-Owned - M1 Pro chip - 10CPU/16GPU with 16GB Memory - 1TB SSD (2021)","Processor: Apple Apple M1 Pro, RAM: 16GB, Storage: 1000GB SSD, OS: macOS Monterey 12, Display: 14.2 inches 3024 x 1964",112049.0,2.5,Performance is not satisfactory,https://www.bestbuy.com/site/apple-macbook-pro-14-pre-owned-m1-pro-chip-10cpu-16gpu-with-16gb-memory-1tb-ssd-2021-silver/6501344.p?skuId=6501344,Not Available,BestBuy,2024-11-02 21:30:56
"Lenovo 14"" Refurbished 1366 x 768 HD - Intel 6th Gen Core i5-6300U with 16GB RAM - Intel HD Graphics 620 - 256GB SSD","Processor: Intel Intel 6th Generation Core i5, RAM: 16GB, Storage: 256GB SSD, OS: Windows 10 Pro, Display: 14.0 inches 1366 x 768 (HD)",25729.0,4.2,Very good laptop with solid performance,https://www.bestbuy.com/site/lenovo-14-refurbished-1366-x-768-hd-intel-6th-gen-core-i5-6300u-with-16gb-ram-intel-hd-graphics-620-256gb-ssd-black/6545460.p?skuId=6545460,Not Available,BestBuy,2024-11-02 21:31:02
"Apple Geek Squad Certified Refurbished MacBook Pro 13.3"" Laptop - Apple M2 chip - 8GB Memory - 512GB SSD","Processor: Apple Apple M2, RAM: 8GB, Storage: 512GB SSD, OS: macOS Monterey 12, Display: 13.3 inches 2560 x 1600 (Retina)",94619.0,4.8,Excellent performance and premium build quality,https://www.bestbuy.com/site/geek-squad-certified-refurbished-macbook-pro-13-3-laptop-apple-m2-chip-8gb-memory-512gb-ssd-silver/6550245.p?skuId=6550245,Not Available,BestBuy,2024-11-02 21:31:06
"Apple Geek Squad Certified Refurbished Macbook® - 12"" Display - Intel Core i5 - 8GB Memory - 512GB Flash Storage (Old Model)","Processor: Intel Intel 7th Generation Core i7, RAM: 8GB, Storage: 80GB SSD, OS: Mac OS, Display: 13.0 inches 1900 x 1200 (WUXGA)",43159.0,5.0,Excellent performance and premium build quality,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-12-display-intel-core-i5-8gb-memory-512gb-flash-storage-old-model-gold/6530226.p?skuId=6530226,Not Available,BestBuy,2024-11-02 21:31:11
"Dell 14"" Refurbished 1920x1080 FHD - Intel 8th Gen Core i7-8665U - Intel UHD Graphics 620 with 32GB and 1TB - SSD","Processor: Intel Intel 8th Generation Core i7, RAM: 32GB, Storage: 1000GB SSD, OS: Windows 11 Pro, Display: 14.0 inches 1920 x 1080 (Full HD)",47309.0,4.3,Very good laptop with solid performance,https://www.bestbuy.com/site/dell-14-refurbished-1920x1080-fhd-intel-8th-gen-core-i7-8665u-intel-uhd-graphics-620-with-32gb-and-1tb-ssd-black/6531215.p?skuId=6531215,Not Available,BestBuy,2024-11-02 21:31:15
"HP 850 G6 15.6"" Refurbished Laptop - Intel 8th Gen Core i5 with 32GB Memory - Intel Iris Xe Graphics - 1TB SSD","Processor: Intel Intel 8th Generation Core i5, RAM: 32GB, Storage: 1000GB SSD, OS: Windows 11 Pro, Display: 15.6 inches 1920 x 1080 (Full HD)",46479.0,Not Available,No reviews available,https://www.bestbuy.com/site/hp-850-g6-15-6-refurbished-laptop-intel-8th-gen-core-i5-with-32gb-memory-intel-iris-xe-graphics-1tb-ssd-silver/6599184.p?skuId=6599184,Not Available,BestBuy,2024-11-02 21:31:20
"Lenovo Lenovo Ip Slim 3 14M868 14"" Laptop ARM Kompanio 520 4GB RAM 64GB eMMC Chrome OS- Refurbished","Processor: MediaTek MediaTek Kompanio 500 Series, RAM: 4GB, Storage: 64GB eMMC, No storage included, OS: Chrome OS, Display: 14.0 inches 1920 x 1080 (Full HD)",14939.0,5.0,Excellent performance and premium build quality,https://www.bestbuy.com/site/lenovo-ip-slim-3-14m868-14-laptop-arm-kompanio-520-4gb-ram-64gb-emmc-chrome-os-refurbished-blue/6598975.p?skuId=6598975,Not Available,BestBuy,2024-11-02 21:31:26
"LG gram 16"" Laptop - Intel Evo 13th Gen Intel Core i7-1360P - 16GB RAM - 1TB SSD","Processor: Intel Intel 13th Generation Core i7 Evo Platform, RAM: 16GB, Storage: 1000GB SSD, OS: Windows 11 Home, Display: 16.0 inches 2560 x 1600",107899.0,5.0,Excellent performance and premium build quality,https://www.bestbuy.com/site/lg-gram-16-laptop-intel-evo-13th-gen-intel-core-i7-1360p-16gb-ram-1tb-ssd-charcoal-gray/6579392.p?skuId=6579392,Not Available,BestBuy,2024-11-02 21:31:38
"HP X360 1030 G2 13.3"" Laptop Intel Core i5-7300U 8GB Ram 256GB SSD W10P - Refurbished","Processor: Intel Intel 7th Generation Core i5, RAM: 8GB, Storage: 256GB SSD, OS: Windows 10 Pro, Display: 13.3 inches 1920 x 1080 (Full HD)",24069.0,3.9,"Average performance, decent for daily use",https://www.bestbuy.com/site/hp-x360-1030-g2-13-3-laptop-intel-core-i5-7300u-8gb-ram-256gb-ssd-w10p-refurbished-silver/6496192.p?skuId=6496192,Not Available,BestBuy,2024-11-02 21:31:43
"Dell Latitude 5000 14"" Laptop - Intel Core Ultra 7 with 16GB Memory - 512 GB SSD","Processor: Intel Intel Core Ultra 7 Series 1, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Pro, Display: 14.0 inches 1920 x 1080 (Full HD)",119519.0,Not Available,No reviews available,https://www.bestbuy.com/site/dell-latitude-5000-14-laptop-intel-core-ultra-7-with-16gb-memory-512-gb-ssd-titan-gray-gray/6600424.p?skuId=6600424,Not Available,BestBuy,2024-11-02 21:31:48
"Lenovo Lenovo IdeaPad 3 CB 14IGL05 14"" Laptop Celeron N4020 4GB 64GB eMMC Chrome OS- Refurbished","Processor: Intel Intel Celeron, RAM: 4GB, Storage: 64GB eMMC, No storage included, OS: Chrome OS, Display: 14.0 inches 1366 x 768 (HD)",12449.0,5.0,Excellent performance and premium build quality,https://www.bestbuy.com/site/lenovo-ideapad-3-cb-14igl05-14-laptop-celeron-n4020-4gb-64gb-emmc-chrome-os-refurbished-abyss-blue/6566026.p?skuId=6566026,Not Available,BestBuy,2024-11-02 21:31:57
"Lenovo ThinkPad E14 Gen 6 14"" Laptop -  AMD Ryzen 5 with 8GB Memory - 256GB SSD","Processor: AMD AMD Ryzen 5 7000 Series, RAM: 8GB, Storage: 256GB SSD, OS: Windows 11 Pro, Display: 14.0 inches 1900 x 1200 (WUXGA)",57269.0,Not Available,No reviews available,https://www.bestbuy.com/site/lenovo-thinkpad-e14-gen-6-14-laptop-amd-ryzen-5-with-8gb-memory-256gb-ssd-black/6589814.p?skuId=6589814,Not Available,BestBuy,2024-11-02 21:32:10
"Apple Apple MacBook Air 13.3"" Certified Refurbished - Intel Core i5 1.6 - 8GB Memory - 128GB SSD (2018)","Processor: Intel Intel 5th Generation Core i5, RAM: 8GB, Storage: 128GB SSD, OS: Mac OS, Display: 13.3 inches 2560 x 1600",32369.0,3.6,"Average performance, decent for daily use",https://www.bestbuy.com/site/apple-macbook-air-13-3-certified-refurbished-intel-core-i5-1-6-8gb-memory-128gb-ssd-2018-silver/6458397.p?skuId=6458397,Not Available,BestBuy,2024-11-02 21:32:16
"Apple Geek Squad Certified Refurbished MacBook Pro 13.3"" Laptop - Apple M2 chip - 24GB Memory - 1TB SSD","Processor: Apple Apple M2, RAM: 24GB, Storage: 1000GB SSD, OS: macOS Monterey 12, Display: 13.3 inches 2560 x 1600 (Retina)",141099.0,5.0,Excellent performance and premium build quality,https://www.bestbuy.com/site/geek-squad-certified-refurbished-macbook-pro-13-3-laptop-apple-m2-chip-24gb-memory-1tb-ssd-space-gray/6584279.p?skuId=6584279,Not Available,BestBuy,2024-11-02 21:32:20
"Dell 15.6"" Refurbished 1920 x 1080 FHD - Intel 9th Gen Core i7-9850H with 32GB RAM - NVIDIA Quadro T1000 - 2TB SSD","Processor: Intel Intel 9th Generation Core i7, RAM: 32GB, Storage: 2000GB SSD, OS: Windows 11 Pro, Display: 15.6 inches 1920 x 1080 (Full HD)",87979.0,4.5,Excellent performance and premium build quality,https://www.bestbuy.com/site/dell-15-6-refurbished-1920-x-1080-fhd-intel-9th-gen-core-i7-9850h-with-32gb-ram-nvidia-quadro-t1000-2tb-ssd-silver/6545461.p?skuId=6545461,Not Available,BestBuy,2024-11-02 21:32:25
"Acer Acer Spin - 13.3"" Chromebook Qualcomm Kryo 468 2.1GHz 4GB RAM 64GB FLASH Chrome - Refurbished","Processor: Qualcomm Intel Pentium, RAM: 4GB, Storage: 64GB eMMC, OS: Chrome OS, Display: 13.3 inches 1920 x 1080 (Full HD)",20998.0,Not Available,No reviews available,https://www.bestbuy.com/site/acer-spin-13-3-chromebook-qualcomm-kryo-468-2-1ghz-4gb-ram-64gb-flash-chrome-refurbished-steel-gray/6578550.p?skuId=6578550,Not Available,BestBuy,2024-11-02 21:32:30
"Lenovo Lenovo Ideapad 5 15Aba7 15.6"" Laptop Ryzen 7 5825U 16GB 512GB SSD W11H- Refurbished","Processor: AMD AMD Ryzen 7 5000 Series, RAM: 16GB, Storage: 512GB SSD, No storage included, OS: Windows 11 Home, Display: 15.6 inches 1920 x 1080 (Full HD)",38179.0,5.0,Excellent performance and premium build quality,https://www.bestbuy.com/site/lenovo-ideapad-5-15aba7-15-6-laptop-ryzen-7-5825u-16gb-512gb-ssd-w11h-refurbished-abyss-blue/6567246.p?skuId=6567246,Not Available,BestBuy,2024-11-02 21:32:35
HP OMEN OMEN 17.3-inch Gaming Laptop PC 17-db0010nr,"Processor: AMD AMD Ryzen 7 8000 Series, RAM: 32GB, Storage: 1000GB SSD, OS: Windows 11 Home, Display: 17.3 inches 1920 x 1080 (Full HD)",124499.0,4.4,Very good laptop with solid performance,https://www.bestbuy.com/site/hp-omen-omen-17-3-inch-gaming-laptop-pc-17-db0010nr-shadow-black-chrome-dual-color/6600314.p?skuId=6600314,Not Available,BestBuy,2024-11-02 21:32:41
"Apple Apple MacBook Pro 13.3"" Certified Refurbished - Intel Core i5 2.3GHz with 8GB Memory - 128GB SSD (2017)","Processor: Intel Intel 7th Generation Core i5, RAM: 8GB, Storage: 128GB SSD, OS: Mac OS, Display: 13.3 inches 2560 x 1600 (Retina)",29049.0,4.0,Very good laptop with solid performance,https://www.bestbuy.com/site/apple-macbook-pro-13-3-certified-refurbished-intel-core-i5-2-3ghz-with-8gb-memory-128gb-ssd-2017-silver/6348970.p?skuId=6348970,Not Available,BestBuy,2024-11-02 21:32:47
"Apple Apple MacBook Air 13"" Certified Refurbished - Intel Core i5 - 8GB Memory - 256GB SSD (2017)","Processor: Intel Intel 5th Generation Core i5, RAM: 8GB, Storage: 256GB SSD, OS: Mac OS, Display: 13.3 inches 1400 x 900 (WXGA+)",24069.0,4.0,Very good laptop with solid performance,https://www.bestbuy.com/site/apple-macbook-air-13-certified-refurbished-intel-core-i5-8gb-memory-256gb-ssd-2017-silver/6458400.p?skuId=6458400,Not Available,BestBuy,2024-11-02 21:32:51
"Apple Geek Squad Certified Refurbished MacBook Pro® - 13"" Display - Intel Core i5 - 8 GB Memory - 128GB Flash Storage","Processor: Intel Intel 7th Generation Core i5, RAM: 8GB, Storage: 128GB SSD, OS: Mac OS, Display: 13.3 inches 2560 x 1600 (Retina)",22409.0,3.4,"Average performance, decent for daily use",https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-intel-core-i5-8-gb-memory-128gb-flash-storage-silver/6530202.p?skuId=6530202,Not Available,BestBuy,2024-11-02 21:32:55
"Apple Geek Squad Certified Refurbished MacBook Pro® - 13"" Display - Intel Core i5 - 8 GB Memory - 256GB Flash Storage","Processor: Intel Intel 7th Generation Core i5, RAM: 8GB, Storage: 256GB SSD, OS: Mac OS, Display: 13.3 inches 2560 x 1600 (Retina)",30709.0,3.4,"Average performance, decent for daily use",https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-intel-core-i5-8-gb-memory-256gb-flash-storage-silver/6530203.p?skuId=6530203,Not Available,BestBuy,2024-11-02 21:33:00
"MSI Stealth 18 AI 18"" 120Hz UHD+ Ultra Thin Gaming Laptop-Intel Core Ultra9-185H with 32GB Memory-RTX 4080-1TB SSD","Processor: Intel Intel Core Ultra 9 Series 1, RAM: 32GB, Storage: 1000GB SSD, OS: Windows 11 Home, Display: 18.0 inches 3840 x 2560 (UHD)",273899.0,4.8,Excellent performance and premium build quality,https://www.bestbuy.com/site/msi-stealth-18-ai-18-120hz-uhd-ultra-thin-gaming-laptop-intel-core-ultra9-185h-with-32gb-memory-rtx-4080-1tb-ssd-star-blue/6575347.p?skuId=6575347,Not Available,BestBuy,2024-11-02 21:33:05
Microsoft Surface Laptop 5 - 15” Touch-Screen - Intel Evo Platform Core i7 with 8GB Memory - 512GB SSD,"Processor: Intel Intel 12th Generation Core i7 Evo Platform, RAM: 8GB, Storage: 512GB SSD, OS: Windows 11 Home, Display: 15.0 inches 2496 x 1664",87149.0,5.0,Excellent performance and premium build quality,https://www.bestbuy.com/site/microsoft-surface-laptop-5-15-touch-screen-intel-evo-platform-core-i7-with-8gb-memory-512gb-ssd-platinum-metal/6587209.p?skuId=6587209,Not Available,BestBuy,2024-11-02 21:33:11
"HP EliteBook 14"" Refurbished Laptop - Intel Core i5 - 32GB Memory - 1TB Solid State Drive","Processor: Intel Intel 8th Generation Core i5, RAM: 32GB, Storage: 1000GB SSD, OS: Windows 10 Pro, Display: 14.0 inches 1920 x 1080 (Full HD)",41023.0,4.6,Excellent performance and premium build quality,https://www.bestbuy.com/site/hp-elitebook-14-refurbished-laptop-intel-core-i5-32gb-memory-1tb-solid-state-drive-gray/6490966.p?skuId=6490966,Not Available,BestBuy,2024-11-02 21:33:16
"MSI Creator 16 AI Studio A1V 16"" Laptop - Intel Core Ultra 9 with 32GB Memory - 1 TB SSD","Processor: Intel Intel Core Ultra 9 Series 1, RAM: 32GB, Storage: 1000GB SSD, OS: Windows 11 Home, Display: 16.0 inches 3840 x 2400",244268.0,4.0,Very good laptop with solid performance,https://www.bestbuy.com/site/msi-creator-16-ai-studio-a1v-16-laptop-intel-core-ultra-9-with-32gb-memory-1-tb-ssd-lunar-gray-gray/6578601.p?skuId=6578601,Not Available,BestBuy,2024-11-02 21:33:21
"Dell XPS 14 14.5"" LCD 1920 x 1200 (Full HD Plus) Laptop - Intel Core Ultra 7 with 16GB Memory - 512 GB SSD","Processor: Intel Intel Core Ultra 7 Series 1, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Pro, Display: 14.5 inches 1920 x 1200 (WUXGA)",130309.0,Not Available,No reviews available,https://www.bestbuy.com/site/dell-xps-14-14-5-lcd-1920-x-1200-full-hd-plus-laptop-intel-core-ultra-7-with-16gb-memory-512-gb-ssd-platinum-gray/6585345.p?skuId=6585345,Not Available,BestBuy,2024-11-02 21:33:26
"Apple Geek Squad Certified Refurbished MacBook Air 13.3"" Laptop - Apple M1 chip - 8GB Memory - 512GB SSD","Processor: Apple Apple M1, RAM: 8GB, Storage: 512GB SSD, OS: macOS Big Sur 11.0, Display: 13.3 inches 2560 x 1600 (Retina)",55609.0,4.0,Very good laptop with solid performance,https://www.bestbuy.com/site/geek-squad-certified-refurbished-macbook-air-13-3-laptop-apple-m1-chip-8gb-memory-512gb-ssd-space-gray/6489702.p?skuId=6489702,Not Available,BestBuy,2024-11-02 21:33:31
Dell Inspiron 15 3520 Touch Laptop - Intel Core i5 - 8GB Memory - 256GB SSD,"Processor: Intel Intel 11th Generation Core i5, RAM: 8GB, Storage: 256GB SSD, OS: Windows 11 Home in S Mode, Display: 15.6 inches 1920 x 1080 (Full HD)",33863.0,4.6,Excellent performance and premium build quality,https://www.bestbuy.com/site/dell-inspiron-15-3520-touch-laptop-intel-core-i5-8gb-memory-256gb-ssd-carbon-black/6553026.p?skuId=6553026,Not Available,BestBuy,2024-11-02 21:33:37
"Apple Geek Squad Certified Refurbished MacBook Pro 15.4"" Display- Intel Core i7- 16GB Memory- AMD Radeon Pro 555X - 256GB SSD","Processor: Intel Intel 9th Generation Core i7, RAM: 16GB, Storage: 256GB SSD, OS: Mac OS, Display: 15.4 inches 2880 x 1800 (Retina)",49799.0,3.9,"Average performance, decent for daily use",https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-15-4-display-intel-core-i7-16gb-memory-amd-radeon-pro-555x-256gb-ssd-space-gray/6489733.p?skuId=6489733,Not Available,BestBuy,2024-11-02 21:33:41
"Apple Refurbished MacBook Pro - 15"" Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 555X - 256GB SSD","Processor: Intel Intel 8th Generation Core i7, RAM: 16GB, Storage: 256GB SSD, OS: Mac OS, Display: 15.4 inches 2880 x 1800 (Retina)",52289.0,3.8,"Average performance, decent for daily use",https://www.bestbuy.com/site/apple-refurbished-macbook-pro-15-display-with-touch-bar-intel-core-i7-16gb-memory-amd-radeon-pro-555x-256gb-ssd-space-gray/6515457.p?skuId=6515457,Not Available,BestBuy,2024-11-02 21:33:46
Apple Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 8GB Memory - 256GB SSD,"Processor: Apple Apple M3, RAM: 8GB, Storage: 256GB SSD, OS: macOS Sonoma 14, Display: 13.6 inches 2560 x 1664",74699.0,Not Available,No reviews available,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-13-inch-laptop-m3-chip-8gb-memory-256gb-ssd-space-gray/6598740.p?skuId=6598740,Not Available,BestBuy,2024-11-02 21:33:51
"HP 15.6"" Touch-Screen Full HD Laptop - Intel Core i7 - 16GB Memory - 512GB SSD","Processor: Intel Intel 12th Generation Core i7, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Home in S Mode, Display: 15.6 inches 1920 x 1080 (Full HD)",49799.0,4.6,Excellent performance and premium build quality,https://www.bestbuy.com/site/hp-15-6-touch-screen-full-hd-laptop-intel-core-i7-16gb-memory-512gb-ssd-natural-silver/6550427.p?skuId=6550427,Not Available,BestBuy,2024-11-02 21:34:27
"ASUS Vivobook 16"" Laptop - AMD Ryzen 7 5800HS with 12GB Memory - 512GB SSD","Processor: AMD AMD Ryzen 7 5000 Series, RAM: 12GB, Storage: 512GB SSD, OS: Windows 11 Home, Display: 16.0 inches 1920 x 1200 (WUXGA)",43574.0,4.7,Excellent performance and premium build quality,https://www.bestbuy.com/site/asus-vivobook-16-laptop-amd-ryzen-7-5800hs-with-12gb-memory-512gb-ssd-quiet-blue/6535990.p?skuId=6535990,Not Available,BestBuy,2024-11-02 21:34:34
"HP Spectre 2-in-1 14"" 2.8K OLED Touch-Screen Laptop - Intel Core Ultra 7 - Intel Evo Edition - 32GB Memory - 2TB SSD","Processor: Intel Intel Core Ultra 7 Series 1 Evo Edition, RAM: 32GB, Storage: 2048GB SSD, OS: Windows 11 Home, Display: 14.0 inches 2880 x 1800",116199.0,4.5,Excellent performance and premium build quality,https://www.bestbuy.com/site/hp-spectre-2-in-1-14-2-8k-oled-touch-screen-laptop-intel-core-ultra-7-intel-evo-edition-32gb-memory-2tb-ssd-nightfall-black/6568349.p?skuId=6568349,Not Available,BestBuy,2024-11-02 21:34:40
"Apple Geek Squad Certified Refurbished MacBook Air® - 13.3"" Display - Intel Core i5 - 8GB Memory - 256GB Flash Storage","Processor: Intel Intel 5th Generation Core i5, RAM: 8GB, Storage: 256GB SSD, OS: Mac OS, Display: 13.3 inches 1440 x 900 (WXGA+)",24899.0,3.8,"Average performance, decent for daily use",https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-13-3-display-intel-core-i5-8gb-memory-256gb-flash-storage-silver/6530198.p?skuId=6530198,Not Available,BestBuy,2024-11-02 21:34:45
"MSI Crosshair 16"" 144hz Gaming Laptop - Intel 13TH Gen Core i7 with 16GB Memory - NVIDIA GeForce RTX 4070 - 1TB SSD","Processor: Intel Intel 13th Generation Core i7, RAM: 16GB, Storage: 1000GB SSD, OS: Windows 11 Home, Display: 16.0 inches 1920 x 1200 (WUXGA)",110389.0,4.6,Excellent performance and premium build quality,https://www.bestbuy.com/site/msi-crosshair-16-144hz-gaming-laptop-intel-13th-gen-core-i7-with-16gb-memory-nvidia-geforce-rtx-4070-1tb-ssd-black/6537000.p?skuId=6537000,Not Available,BestBuy,2024-11-02 21:34:49
Microsoft Surface Laptop 5 - 13.5” Touch-Screen - Intel Evo Platform Core i5 with 8GB Memory - 512GB SSD (Latest Model),"Processor: Intel Intel 12th Generation Core i5 Evo Platform, RAM: 8GB, Storage: 512GB SSD, OS: Windows 11 Home, Display: 13.5 inches 2256 x 1504",77687.0,4.7,Excellent performance and premium build quality,https://www.bestbuy.com/site/microsoft-surface-laptop-5-13-5-touch-screen-intel-evo-platform-core-i5-with-8gb-memory-512gb-ssd-latest-model-sandstone-metal/6517659.p?skuId=6517659,Not Available,BestBuy,2024-11-02 21:34:56
"Samsung Galaxy Book3 360 2-in-1 13.3"" FHD AMOLED Touch Screen Laptop - Intel 13th Gen Evo Core i7-1360P - 16GB Memory -512GB SSD","Processor: Intel Intel 13th Generation Core i7, RAM: 16GB, Storage: 512GB SSD, OS: Windows 11 Home, Display: 13.3 inches 1920 x 1080 (Full HD)",66399.0,4.7,Excellent performance and premium build quality,https://www.bestbuy.com/site/samsung-galaxy-book3-360-2-in-1-13-3-fhd-amoled-touch-screen-laptop-intel-13th-gen-evo-core-i7-1360p-16gb-memory-512gb-ssd-graphite/6531056.p?skuId=6531056,Not Available,BestBuy,2024-11-02 21:35:01
"Apple MacBook Air 13.3"" Laptop - Apple M1 chip - 8GB Memory - 256GB SSD","Processor: Apple Apple M1, RAM: 8GB, Storage: 256GB SSD, OS: macOS Big Sur 11.0, Display: 13.3 inches 2560 x 1600 (Retina)",52455.0,4.9,Excellent performance and premium build quality,https://www.bestbuy.com/site/macbook-air-13-3-laptop-apple-m1-chip-8gb-memory-256gb-ssd-silver/6418597.p?skuId=6418597,Not Available,BestBuy,2024-11-02 21:35:06
"HP OmniBook X - Copilot+ PC - 14"" 2.2K Touch-Screen Laptop - Snapdragon X Elite - 32GB Memory - 2TB SSD","Processor: Qualcomm Qualcomm Snapdragon X Elite, RAM: 32GB, Storage: 2048GB SSD, OS: Windows 11 Home, Display: 14.0 inches 2240 x 1400",115369.0,5.0,Excellent performance and premium build quality,https://www.bestbuy.com/site/hp-omnibook-x-copilot-pc-14-2-2k-touch-screen-laptop-snapdragon-x-elite-32gb-memory-2tb-ssd-meteor-silver/6593547.p?skuId=6593547,Not Available,BestBuy,2024-11-02 21:35:10
"Apple Geek Squad Certified Refurbished MacBook Pro 14"" Laptop - Apple M1 Pro chip - 16GB Memory - 1TB SSD","Processor: Apple Apple M1 Pro, RAM: 16GB, Storage: 1000GB SSD, OS: macOS Monterey 12, Display: 14.2 inches 3024 x 1964",82999.0,3.2,"Average performance, decent for daily use",https://www.bestbuy.com/site/geek-squad-certified-refurbished-macbook-pro-14-laptop-apple-m1-pro-chip-16gb-memory-1tb-ssd-space-gray/6561785.p?skuId=6561785,Not Available,BestBuy,2024-11-02 21:35:15
"Apple Refurbished MacBook - 12"" Display - Intel Core M3 - 8GB Memory - 256GB Flash Storage","Processor: Intel Intel Core m3, RAM: 8GB, Storage: 256GB SSD, OS: Mac OS, Display: 12.0 inches 2304 x 1440",29879.0,4.0,Very good laptop with solid performance,https://www.bestbuy.com/site/apple-refurbished-macbook-12-display-intel-core-m3-8gb-memory-256gb-flash-storage-space-gray/6530207.p?skuId=6530207,Not Available,BestBuy,2024-11-02 21:35:21
